"169","131868","Satelite Ii","ATC","Naucalpan de Ju?rez","Mexico","9","Reforzamiento","Cancelado","Cancelado"
"170","133916","Hospital Abc","ATC","Ciudad de Mexico","Ciudad de Mexico","9","Reforzamiento","Cancelado","Cancelado"
"171","176613","PRADOS DEL RINCON","ATC","Queretaro","Queretaro","6","Reforzamiento","Carta de Liberación","Carta de Liberación"
"172","148440","Fiesta Inn","ATC","Chihuahua","Chihuahua","3","Reforzamiento","Carta de Liberación","Carta de Liberación"
"175","146029","940 El Marques","ATC","Santiago de Quer?taro","Queretaro","6","Reforzamiento","Carta de Liberación","Carta de Liberación"
"176","132005","Luis Pasteur","ATC","Santiago de Quer?taro","Queretaro","6","Reforzamiento","Carta de Liberación","Carta de Liberación"
"177","146012","1012 San Luis Potosi","ATC","San Luis Potosi","San Luis Potosi","6","Reforzamiento","Carta de Liberación","Carta de Liberación"
"178","176639","La Huerta","ATC","Leon ","Guanajuato","6","Reforzamiento","Carta de Liberación","Carta de Liberación"
"182","148013","Barranquitas","ATC","Guadalajara","Jalisco","5","Reforzamiento","Carta de Liberación","Carta de Liberación"
"102","131945","BUGAMBILIAS","ATC","Leon ","Guanajuato","6","Reforzamiento","En Cotización","En Cotización"
"184","85988","San Isidro","ATC","León de los Aldama","Guanajuato","6","Reforzamiento","Cancelado","Cancelado"
"185","MX-JAL-5109","Zalatitlan","MTP","Tonala","Jalisco","5","Reforzamiento","Carta de Liberación","Carta de Liberación"
"34","144462","Desarrollo Oriente","ATC","CHIHUAHUA","Chihuahua","3","Reforzamiento","Carta de Liberación","Carta de Liberación"
"267","179016","Arellano","ATC","Aguascalientes","Aguascalientes","6","BTS","TTV","TTV"
"148","MX-SIN-5117","CLUB REAL","MTP","Mazatlan","Sinaloa","2","Torque & Verticalidad","Cancelado","Cancelado"
"87","MX-ROO-5066","Itzales","MTP",,,,"Torque & Verticalidad","Carta de Liberación","Carta de Liberación"
"144","MX-SIN-5002","Amapa","MTP","Mazatlan","Sinaloa","2","Torque & Verticalidad","Carta de Liberación","Carta de Liberación"
"145","MX-SIN-5014","Villa Galaxia","MTP","Mazatlan","Sinaloa","2","Torque & Verticalidad","Carta de Liberación","Carta de Liberación"
"146","MX-SIN-5021","Villa del Real","MTP","Mazatlan","Sinaloa","2","Torque & Verticalidad","Carta de Liberación","Carta de Liberación"
"147","MX-SIN-5035","Nuevo Milenio","MTP","Mazatlan","Sinaloa","2","Torque & Verticalidad","Carta de Liberación","Carta de Liberación"
"149","MX-SON-5025","La Mora","MTP","Guaymas","Sonora","2","Torque & Verticalidad","Carta de Liberación","Carta de Liberación"
"150","MX-SON-5026","Misioneros","MTP","Obregon","Sonora","2","Torque & Verticalidad","Solicitud Acceso","En Espera de PO"
"151","MX-SON-5045","El Arroyo","MTP","Guaymas","Sonora","2","Torque & Verticalidad","Solicitud Acceso","En Espera de PO"
"152","MX-SON-5046","El Meson","MTP","Guaymas","Sonora","2","Torque & Verticalidad","Solicitud Acceso","En Espera de PO"
"153","MX-SON-5048","Saucillo","MTP","Hermosillo","Sonora","2","Torque & Verticalidad","Carta de Liberación","Carta de Liberación"
"154","MX-SON-5061","SANTA CLARA","MTP","Hermosillo","Sonora","2","Torque & Verticalidad","Carta de Liberación","Carta de Liberación"
"155","MX-SON-5221","Buena Vista","MTP","Hermosillo","Sonora","2","Torque & Verticalidad","Carta de Liberación","Carta de Liberación"
"156","MX-SON-5222","Las Carretas","MTP","Terranova","Sonora","2","Torque & Verticalidad","Solicitud Acceso","En Espera de PO"
"157","MX-SON-5223","Tres Caminos","MTP","Tres Caminos","Sonora","2","Torque & Verticalidad","Carta de Liberación","Carta de Liberación"
"268","179047","316","ATC","Ciudad de México","Ciudad de México","9","Torre Nueva","En Diseño","En Cotización"
"269","179245 ","Alquerias","ATC","San Luis Potosí","San Luis Potosí","6","Torre Nueva","En Diseño","En Cotización"
"252","179376","Valparaíso II","ATC","Valparaiso","Zacatecas","6","Torre Nueva","En Diseño","En Cotización"
"270","179404","Tarango","ATC","Alvaro Obregón","Ciudad de México","9","Torre Nueva","En Diseño","En Cotización"
