100,231,179298 Ave del Paraiso CHHJRZ2391 Implementación ATT Montaje de torre GPS180221 Urgente,114265,16/09/2021,16/09/2021,Admin Admin,73381,Torre Nueva,MXN,20,0,pdf/po_2020/M3PO_114265.pdf,16/09/2021
101,196,179107 Venecio MEXCTT2108 Implementación ATT Obra Civil GPS 090221 Urgente,114033,17/09/2021,17/09/2021,Admin Admin,1035528,BTS,MXN,7,0,pdf/po_2020/M3PO_114033.pdf,17/09/2021
102,233,179107 Venecio MEXCTT2108 Implementación ATT Suministro de torre Autosoportada GPS 090221 Urgente,114033,18/09/2021,18/09/2021,Admin Admin,329284,Torre Nueva,MXN,22,0,pdf/po_2020/M3PO_114033.pdf,18/09/2021
103,233,179107 Venecio MEXCTT2108 Implementación ATT Montaje de torre Autosoportada GPS 090221 Urgente,114033,19/09/2021,19/09/2021,Admin Admin,87151,Torre Nueva,MXN,22,0,pdf/po_2020/M3PO_114033.pdf,19/09/2021
104,233,179107 Venecio MEXCTT2108 Implementación ATT Transporte de torre Autosoportada GPS 090221 Urgente,114033,20/09/2021,20/09/2021,Admin Admin,13756,Torre Nueva,MXN,22,0,pdf/po_2020/M3PO_114033.pdf,20/09/2021
105,205,179008 - La Palma - Implementación - AT&T - BTS - Obra civil - GPS - Febrero 21,114033,21/09/2021,21/09/2021,Admin Admin,828820.46,BTS,MXN,13,0,pdf/po_2020/M3PO_114033.pdf,21/09/2021
106,242,179008 - La Palma - Implementación - AT&T - BTS - Estructura torre - GPS - Febrero 21,114033,22/09/2021,22/09/2021,Admin Admin,357657,Torre Nueva,MXN,29,0,pdf/po_2020/M3PO_114033.pdf,22/09/2021
107,242,179008 - La Palma - Implementación - AT&T - BTS - Transporte torre - GPS - Febrero 21,114033,23/09/2021,23/09/2021,Admin Admin,46367,Torre Nueva,MXN,29,0,pdf/po_2020/M3PO_114033.pdf,23/09/2021
108,242,179008 - La Palma - Implementación - AT&T - BTS - Montaje torre - GPS - Febrero 21,114033,24/09/2021,24/09/2021,Admin Admin,73381,Torre Nueva,MXN,29,0,pdf/po_2020/M3PO_114033.pdf,24/09/2021
109,239,179002_Francisco Carvajal / Tokio_Implementación_AT&T_BTS_Torre_GPS_Urgente_Febrero 2021,114033,25/09/2021,25/09/2021,Admin Admin,335511.03,Torre Nueva,MXN,28,0,pdf/po_2020/M3PO_114033.pdf,25/09/2021
110,239,179002_Francisco Carvajal / Tokio_Implementación_AT&T_BTS_Montaje de Torre_GPS_Urgente_Febrero 2021,114033,26/09/2021,26/09/2021,Admin Admin,117404.59,Torre Nueva,MXN,28,0,pdf/po_2020/M3PO_114033.pdf,26/09/2021
